floor_price,proportion
0,0.32164832833590706
4,0.019998235820406517
5,0.22326868442217726
6,0.0062482226670056455
7,0.00018109472410270748
8,0.002444778775386551
9,0.0002037640421485629
10,0.008202655648901758
11,0.00021857379720430798
12,0.00021324748178952246
13,0.0009955662971026533
14,0.0002048033232051064
15,0.00033932526496145764
16,0.008771662027359333
17,0.00020142565977133997
18,0.00021220820073297896
19,0.00018817482630041017
20,0.06677367797278877
21,0.00018479716286664375
22,0.00017615813908412577
23,0.0016127693345574332
24,0.0016384915407068852
25,0.0005376330815631671
26,0.00014770782016124706
27,0.00015076070826484364
28,0.00014283619020869932
29,0.00014251141487852949
30,0.013931497607899784
31,0.013967482714482603
32,0.0024897276810820577
33,0.00022656327032648626
34,0.00011964723163457215
35,0.00011776353471958703
36,0.00012224543427593094
37,0.00012016687216284391
38,0.0003955113970808414
39,0.004432338840959989
40,0.0015934776799453442
41,0.00010100512768282285
42,0.00010425288098452134
43,0.00010081026248472095
44,0.0001148405567480584
45,0.0001610885637642448
46,0.00011984209683267406
47,0.00023767058661829506
48,9.379511535305222e-05
49,8.853375500430067e-05
50,0.08409050371224698
51,0.00010256404926763812
52,0.002278948491801826
53,8.236302373107355e-05
54,0.00010379819552228356
55,0.0001583604509908181
56,7.294453915614795e-05
57,8.255788892917547e-05
58,7.54128316654388e-05
59,0.008413304928049923
60,7.482823607113307e-05
61,0.00012867598581329395
62,0.0011276199463497137
63,0.0011465218705655987
64,9.892656556973583e-05
65,6.553966162827541e-05
66,6.32012792510525e-05
67,0.0018888283652018043
68,6.112271713796547e-05
69,6.891732506204184e-05
70,0.11382803717872088
71,5.534171626094217e-05
72,5.4757120666636443e-05
73,5.222387309131162e-05
74,0.0003736215398273936
75,0.0006125262727003341
76,7.645211272198231e-05
77,0.0003560187169321878
78,4.787188366703565e-05
79,4.663773741239023e-05
80,0.04641539622135595
81,0.0003482890640741454
82,5.430243520439865e-05
83,4.280538851638602e-05
84,4.2415658120182204e-05
85,4.053196120519708e-05
86,4.267547838431808e-05
87,4.072682640329899e-05
88,4.248061318621617e-05
89,0.00048644848952839894
90,0.0002213019099777347
91,4.39096246389635e-05
92,9.6393317994411e-05
93,3.9817455478823415e-05
94,6.229190832657692e-05
95,3.507573565834363e-05
96,3.351681407352836e-05
97,3.059383610199972e-05
98,3.3256993809392475e-05
99,3.403645460180011e-05
100,0.00049268417586766
101,3.715429777143066e-05
102,4.787188366703565e-05
103,0.001238303378871598
104,3.455609513007187e-05
105,3.137329689440735e-05
106,2.793067839460696e-05
107,4.4299355035167326e-05
108,3.267239821508675e-05
109,2.8840049319082538e-05
110,2.7151217602199326e-05
111,0.0006057059907667672
112,2.5137610555146266e-05
113,2.6761487205995508e-05
114,2.253940791378748e-05
115,8.002464135385065e-05
116,2.7865723328572994e-05
117,2.5397430819282146e-05
118,0.00045923231686016567
119,2.7995633460640932e-05
120,5.170423256303987e-05
121,2.0850576196904268e-05
122,2.4942745357044358e-05
123,4.5533501289812746e-05
124,2.4877790291010387e-05
125,0.0006177876330490857
126,2.026598060259854e-05
127,1.805750835744357e-05
128,1.883696914985121e-05
129,1.7667777961239752e-05
130,2.1110396461040148e-05
131,1.9551474876224874e-05
132,1.7797688093307694e-05
133,0.002911870655236827
134,1.7732733027273723e-05
135,1.86421039517493e-05
136,2.01360704705306e-05
137,1.9031834347953118e-05
138,3.416636473386805e-05
139,2.0525800866734418e-05
140,0.0033954611218597313
141,2.1175351527074115e-05
142,3.7544028167634476e-05
143,7.333426955235177e-05
144,0.00012562309770969738
145,2.3643644036364963e-05
146,1.825237355554548e-05
147,0.0001125021743708355
148,0.007173247762395408
149,1.3185878404895845e-05
150,6.151244753416929e-05
151,1.2731192942658057e-05
152,1.3185878404895845e-05
153,8.820897967413082e-05
154,3.0983566498203536e-05
155,2.8969959451150476e-05
156,1.1821822018182481e-05
157,3.0983566498203536e-05
158,1.1237226423876755e-05
159,1.0977406159740875e-05
160,1.2991013206793936e-05
161,1.1626956820080573e-05
162,0.00328204957656442
163,3.3711679271630266e-05
164,1.2926058140759967e-05
165,1.1691911886114543e-05
166,9.613349773027513e-06
167,9.938125103197362e-06
168,1.2471372678522179e-05
169,9.548394706993543e-06
170,9.418484574925604e-06
171,9.808214971129422e-06
172,9.093709244755756e-06
173,8.703978848551938e-06
174,1.0912451093706906e-05
175,7.924518056144301e-06
176,9.613349773027513e-06
177,0.0018503100110436603
178,8.703978848551938e-06
179,1.019794536733324e-05
180,0.004375957843642504
181,1.1886777084216452e-05
182,9.028754178721785e-06
183,1.0003080169231331e-05
184,8.37920351838209e-06
185,0.000492619220801626
186,8.314248452348119e-06
187,8.314248452348119e-06
188,0.00019804799633757356
189,1.4614889857643178e-05
190,7.794607924076361e-06
191,2.617689161168978e-05
192,0.0004475404049740511
193,8.444158584416058e-06
194,0.00011113811798412213
195,8.05442818821224e-06
196,8.444158584416058e-06
197,7.599742725974452e-06
198,8.314248452348119e-06
199,5.930397528901432e-05
200,2.825545372477681e-05
201,7.015147131668726e-06
202,7.015147131668726e-06
203,6.300641405295059e-06
204,6.820281933566817e-06
205,6.690371801498877e-06
206,9.093709244755756e-06
207,6.1707312732271195e-06
208,7.664697792008423e-06
209,6.625416735464907e-06
210,7.859562990110332e-06
211,5.910911009091241e-06
212,5.261360348751544e-06
213,6.755326867532847e-06
214,7.2749673958046044e-06
215,8.703978848551938e-06
216,8.05442818821224e-06
217,4.481899556343908e-06
218,4.481899556343908e-06
219,5.066495150649635e-06
220,5.066495150649635e-06
221,0.001066822004541918
222,5.261360348751544e-06
223,5.586135678921393e-06
224,6.365596471329028e-06
225,9.613349773027513e-06
226,7.339922461838574e-06
227,5.910911009091241e-06
228,4.871629952547726e-06
229,2.1240306593108086e-05
230,2.6046981479621843e-05
231,6.073298674176165e-05
232,5.391270480819483e-06
233,7.015147131668726e-06
234,6.1707312732271195e-06
235,5.066495150649635e-06
236,6.164235766623722e-05
237,2.0785621130870297e-05
238,1.0717585895604997e-05
239,6.950192065634756e-06
240,6.430551537362998e-06
241,5.0015400846156655e-06
242,4.09216916014009e-06
243,3.3776634337664235e-06
244,7.339922461838574e-06
245,4.02721409410612e-06
246,7.2749673958046044e-06
247,7.534787659940483e-06
248,3.8973039620381806e-06
249,3.442618499800393e-06
250,0.0005115861000835453
251,5.651090744955362e-06
252,1.0717585895604997e-05
253,3.8973039620381806e-06
254,5.196405282717574e-06
255,3.7024387639362717e-06
256,3.9622590280721505e-06
257,3.3127083677324536e-06
258,3.3127083677324536e-06
259,7.98947312217827e-06
260,9.353529508891634e-06
261,4.157124226174059e-06
262,3.8973039620381806e-06
263,3.819357882797417e-05
264,2.7281127734267266e-06
265,6.10577620719315e-06
266,3.442618499800393e-06
267,1.968138500829281e-05
268,2.9879330375626053e-06
269,1.4484979725575238e-05
270,3.5725286318683323e-06
271,4.416944490309938e-06
272,2.9879330375626053e-06
273,2.858022905494666e-06
274,4.02721409410612e-06
275,2.1630036989311904e-05
276,3.9622590280721505e-06
277,2.0785621130870297e-06
278,5.781000877023302e-06
280,0.00033757147817854044
284,1.9486519810190904e-07
285,6.495506603396968e-08
287,1.9486519810190904e-07
288,1.2991013206793935e-07
289,4.546854622377878e-07
290,1.9486519810190904e-07
291,1.2991013206793935e-07
292,1.234146254645424e-06
294,1.1691911886114542e-06
295,5.4237480138364684e-05
298,6.495506603396968e-08
299,1.2991013206793935e-07
300,5.845955943057271e-07
